Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_1_A50414_RD1_1_10360.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_2_A50418_RD5_1_10374.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_3_A50422_RD9_1_10382.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_4_A50426_RD13_1_10390.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_5_A50430_RD17_1_10398.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_1_A50417_RD4_1_10372.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_2_A50421_RD8_1_10380.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_3_A50425_RD12_1_10388.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_4_A50429_RD16_1_10396.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_5_A50433_RD20_1_10404.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_1_A50415_RD2_1_10368.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_2_A50419_RD6_1_10376.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_3_A50423_RD10_1_10384.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_4_A50427_RD14_1_10392.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_5_A50431_RD18_1_10400.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_1_A50416_RD3_1_10370.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_2_A50420_RD7_1_10378.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_3_A50424_RD11_1_10386.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_4_A50428_RD15_1_10394.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_5_A50432_RD19_1_10402.d
Conta_crap_maxquant|Alpha-2-antiplasmin|Bos_taurus|P28800|Swissprot				68384	39640.5	126419	78325.4	91281	97368.1	60754.1	47347	81613.4	92801.2	72369.1	67474.1	488590	141248	86679.4	169037	137768	234412	417784	128860
Conta_crap_maxquant|Alpha-S2-casein|Bos_taurus|P02663-2|Swissprot;Conta_crap_thegpm|Alpha-S2-casein|Bos_taurus|P02663-1|Uniprot					264271	15357.3	54240.9	109702	16095.6		101979	226628	79875.8		33833.9	18790.7	154923	17611.2	6563.8	43159.3	26274.1	112161	83593
Conta_crap_maxquant|Alpha-amylase|Bos_taurus|Q3MHH8|TrEMBL				4651.21		10071	7095.7		6201.72				6575.42	10523.6		40458.6	4463.71	4261.52		11230.6	13772.8	20253.8	7592.46
Conta_crap_maxquant|Alpha-fetoprotein|Bos_taurus|Q3SZ57|Swissprot				238417	92549.1	272246	211616	179785	359000	764328	93885.9	148928	163532	167636	257300	2.58086e+06	2.13166e+06	187731	3.11972e+06	482640	1.38028e+06	5.73358e+06	2.31502e+06
Conta_crap_maxquant|Angiotensinogen|Bos_taurus|Q3SZH5|TrEMBL				142587	113213	185532	195834	229979	136077	114174	109851	116068	121550	147981	108567	498912	224538	151539	224665	204170	360855	445234	254688
Conta_crap_maxquant|Antithrombin-III|Bos_taurus|P41361|Swissprot				165647	80905.9	190864	205794	197971	178524	118780	161590	132705	160568	116851	171132	859141	195233	164043	244269	223915	292012	315229	344308
Conta_crap_maxquant|Apolipoprotein_A-II|Bos_taurus|P81644|Swissprot				20465.5	15737.6	214031	34790.6	41431.8	52713.9	54659.4	54400	30167.1	45353.5	33257	28888.9	62007.9	65679.6	48387.8	77320.8	104405	123164	190288	82072.5
Conta_crap_maxquant|Apolipoprotein_A-IV|Bos_taurus|Q32PJ2|Swissprot				34028.6	28266.9	34160.1	45648.6	50613.7	36011.8	28750	28230.8	25441.8	39822.5	31187.6	29932.2	85065	45232	24673.5	51087.9	39180.2	45314	114901	57223.9
Conta_crap_maxquant|Apolipoprotein_A-I|Bos_taurus|P15497|Swissprot				542406	402245	765392	1.06298e+06	902940	1.25598e+06	1.12134e+06	683900	611438	946036	662362	733381	3.85549e+06	1.27572e+06	813798	2.0154e+06	1.52723e+06	1.26595e+06	3.59165e+06	1.80668e+06
Conta_crap_maxquant|Apolipoprotein_E|Bos_taurus|Q03247|Swissprot				204165	203676	255584	349156	370312	395329	384116	304247	288655	444648	255585	247187	471725	382086	317966	689680	637237	677100	1.09262e+06	666239
Conta_crap_maxquant|Beta-2-glycoprotein_1|Bos_taurus|P17690|Swissprot				149685	80881.8	110452	119916	124599	152620	45075.5	52496.4	37011.5	53073.3	187664	82668.5	342613	161403	137415	238738	280923	305776	394532	395895
Conta_crap_maxquant|Beta-lactoglobulin|Bos_taurus|P02754|Swissprot					162113		44734.4	90212.1			116515	177329	83617.5		42383.7	40625.5	121606	19936.3		54716.8	35723.6	128873	60361.1
Conta_crap_maxquant|C4b-binding_protein_alpha_chain|Bos_taurus|Q28065|Swissprot				71625.2	65952.8	81503.8	96652.5	106735	138401	95782	133123	81822.8	175094	82028	83831.7	137259	70805.9	96590.5	316505	203954	288905	460242	428337
Conta_crap_maxquant|Carboxypeptidase_B2|Bos_taurus|Q2KIG3|TrEMBL					6932.75	11733.6	5977.52	10479.7	7622.87	9328.39	10926.9	12505.2	16388.6	11240.5		38673.5	13056.1	10930.6	23098	34780.5	49080.5	57556.5	35612.4
Conta_crap_maxquant|Clusterin|Bos_taurus|P17697|Swissprot				63481.5	26252.6	118829	119514	174096	142157	82450.2	101866	136889	162319	48193.2	60722.4	301513	163871	154021	148304	84103.6	156302	252961	247091
Conta_crap_maxquant|Coagulation_factor_V|Bos_taurus|Q28107|Swissprot				71624.2	55082.1	64644.2	80401.2	93546.3	98245.8	78525.1	90781.5	93136.9	114904	86545.1	59210.2	98016.5	84506.3	92324.3	606556	484725	618306	650511	598890
Conta_crap_maxquant|Coagulation_factor_XIII,_B_polypeptide|Bos_taurus|Q2TBQ1|TrEMBL				52790	33881.5	64506.8	80848	84560.4	58261.6	24362.7	22885	19034.6	27013.4	67553	43720.6	100422	49971	82890.8	60353.3	44491.9	49778.6	69642.1	48478.7
Conta_crap_maxquant|Collagen_alpha-1(III)_chain|Bos_taurus|P04258|Swissprot				20990.4	5418.01	12196.1	12980.7	14475.8	19409.3	11300	17635.4	10819.2	11719.7	8926.25	12372.5	43526.4	8108.91	8156.61	9481.42		9122.3	8956.59	10582.8
Conta_crap_maxquant|Complement_C3|Bos_taurus|Q2UVX4|Swissprot				138979	106533	172476	172923	183973	240287	127199	124311	142206	171676	162075	118524	604145	234744	163870	292012	220155	354300	464066	267500
Conta_crap_maxquant|Complement_C4|Bos_taurus|P01030|Swissprot				29733.1	24413.5	34625.6	39130.7	51182.9	30124.4	26172.2	25904.9	24039.8	25488.9	28329.1	25478.1	75140.8	33488.2	39303.5	52117.5	33428.1	69293.5	58335.7	49615.9
Conta_crap_maxquant|Complement_component_C5a|Bos_taurus|Q1A7A4|TrEMBL						2061.95	1858.35	2694.62								91337.7	5536.5	3820.76		21576.4	5778.88		3905.37
Conta_crap_maxquant|Complement_component_C7|Bos_taurus|Q29RQ1|Swissprot				9905.14		15994	16473.3	15167.9	23441.5	13829.9	16005	8680.5	13500.9	13567.6	13798.4	66452.1	28656	13607.9	28620.3	20523	21489.7	36698.3	23676.3
Conta_crap_maxquant|Complement_component_C9|Bos_taurus|Q3MHN2|Swissprot				26440.9	12997.4	19995.9	31204.8	33697.6	54871.1	17109.2	24993	21314.5	25924.6	26891.4	23157.8	82496.3	35659.6	21527.1	50937.1	31128.4	48429.9	55486.2	38619.6
Conta_crap_maxquant|Complement_factor_B|Bos_taurus|Q3KUS7|TrEMBL				31970	20552.4	63368	49484.4	39304	46036.4	35035.8	32290.2	33846	42162.6	40444.2	41932.6	294612	65592.1	43521.9	69320.4	83593.7	92224.8	117069	54079.3
Conta_crap_maxquant|Complement_factor_H|Bos_taurus|Q28085|Swissprot				36289.3	13561	29084.6	29027.2	26492.8	20761	10562.7	12537.1	9896.12	10457.3	32331.1	24922.9	86700.3	19944.2	31120.5	30037.3	19872.4	21587.4	22499	26217.1
Conta_crap_maxquant|Complement_factor_I|Bos_taurus|Q32PI4|TrEMBL				24679.8	9382.75	19445.5	22349.3	23243.7	22543.2	9101.01	14085.9	8691.83	8557.74	15015.5	18907.8	81517.3	18378.5	21116.7	16250.2	12795.8	22710.3	28241.3	27617.9
Conta_crap_maxquant|Factor_XIIa_inhibitor|Bos_taurus|P50448|Swissprot				74769.2	48261.3	79840.2	63304.9	56782.1	84004.1	41435.7	37078	38433.7	57945.6	66860.8	56327.6	251327	99438.5	72853.8	109187	86298	133608	123586	71346.6
Conta_crap_maxquant|Fetuin-B|Bos_taurus|Q58D62|Swissprot				168970	101789	241356	235097	238709	278380	110181	140921	168529	169859	179942	191126	1.20231e+06	257141	196768	283928	242418	358105	402332	304817
Conta_crap_maxquant|Fibrinogen_alpha_chain|Bos_taurus|P02672|Swissprot				77959.4	38659.2	59378.4	75769.7	77057.8	89683.6	36149.5	28975.7	38028.4	50908.9	84374.2	60392.6	215006	62649.8	62364.5	62232.6	38390.4	30697.8	134159	68212.8
Conta_crap_maxquant|Fibrinogen_beta_chain|Bos_taurus|P02676|Swissprot				20160	9252.45	18141.2	22895.1	23284.9	25933.6	15450.4	18095	12195.9	19342.8	16390.3	16023.1	30520.1	20386.5	19282.2	42565.3	22266.8	33053.5	31077.5	20331
Conta_crap_maxquant|Gelsolin|Bos_taurus|Q3SX14|TrEMBL				43224.3	30779.5	44256.1	40693.3	38905.9	80288	33946.4	29054.7	37359	51061	60458.4	32653.7	72656.9	43875.6	48486.3	107476	78057.1	97968.6	126965	54744.2
Conta_crap_maxquant|Glucose-6-phosphate_isomerase|Bos_taurus|Q3ZBD7|Swissprot				53068.1	34037.8	35193.9	65269.5	52475.9	50079.9	42331.3	54864.2	47413.9	45036.4	23537.6	64605.4	57614.5	40737.8	17574	12891.7	45630.3	29657.2	41231.3	35757.3
Conta_crap_maxquant|Hemoglobin_fetal_subunit_beta|Bos_taurus|Q3SX09|TrEMBL				1.21807e+06	1.38294e+06	1.56504e+06	1.74235e+06	2.17889e+06	1.99933e+06	2.10414e+06	2.19429e+06	1.90663e+06	2.61789e+06	2.05803e+06	1.31313e+06	2.54834e+06	1.75313e+06	2.06932e+06	3.20923e+06	4.99489e+06	4.61654e+06	6.50851e+06	3.82787e+06
Conta_crap_maxquant|Hemoglobin_subunit_alpha|Bos_taurus|P01966|Swissprot				1.92332e+06	2.33647e+06	2.76428e+06	2.69555e+06	3.14606e+06	3.86969e+06	3.57254e+06	2.84987e+06	3.61586e+06	4.17893e+06	3.10174e+06	1.89708e+06	3.35945e+06	3.4611e+06	3.24366e+06	5.23609e+06	8.19762e+06	7.3696e+06	9.22289e+06	5.94742e+06
Conta_crap_maxquant|Hemoglobin_subunit_beta|Bos_taurus|P02070|Swissprot				22864.6	9108.23	13639.8	17778.9	18955.1	19106.9	16680.8	15378.7	19539.4	20372.6	10433.4	12724.1	33789.3	22075.5	18029.1	17730.5	29252.1	39846.9	62518	38749.5
Conta_crap_maxquant|Hemopexin|Bos_taurus|Q3SZV7|TrEMBL				44656.7	30189.9	91929.7	67291	56881.4	65982.3	53279.6	38047.6	47495.2	54519.1	48854.2	57643.3	518874	116455	76031.1	79552.1	98584.7	148608	126054	112081
Conta_crap_maxquant|IGK_protein|Bos_taurus|Q05B55|TrEMBL				5376.91	9834.03	15269	10262	9558.39	5954.12	8712.2	4792.77	11390.7	9677.21	10212	4275.21	53691.5		10133.3		26695.3	25482.9	17580.7	18681.7
Conta_crap_maxquant|Immunoglobulin_light_chain,_lambda_gene_cluster|Bos_taurus|Q1RMN8|TrEMBL				12768.5	14081.1	29172.2	15470.3	13116.8	22762	10066.9	12739.1	18259.9	19596.7	19510.7	10969.5	119298	24308.4	26990.5	32376.2	36787.4	57328.7	68072.2	24862
Conta_crap_maxquant|Inter-alpha-trypsin_inhibitor_HC2_component_homolog|Bos_taurus|Q9TRI1|TrEMBL				209155	107616	290140	291172	196956	380114	192659	156593	162641	232149	205193	222940	1.16042e+06	412709	245263	464130	326931	467967	840325	274182
Conta_crap_maxquant|Inter-alpha-trypsin_inhibitor_heavy_chain_H1|Bos_taurus|Q0VCM5|TrEMBL				29887.7		24143.9	21349.2	27132.4	27061.6	13659.6	21207	17759.1	20897.3	39597.7	18780.7	132246	38929.8	21775.7	44662	27613.2	50400.9	57234.9	36183.1
Conta_crap_maxquant|Inter-alpha-trypsin_inhibitor_heavy_chain_H3|Bos_taurus|Q0V8M9|TrEMBL				121001	79889.9	128280	107298	117121	160046	72311.2	73965.3	82991.1	107072	141837	95242.7	577455	158993	134564	205272	175951	225900	180338	158000
Conta_crap_maxquant|Inter-alpha-trypsin_inhibitor_heavy_chain_H4|Bos_taurus|Q3T052|TrEMBL				299925	114262	199221	243252	217363	248762	100549	91029.2	107231	128106	272169	136717	857786	247578	207382	347532	215511	345438	413208	230607
Conta_crap_maxquant|Kappa-casein|Bos_taurus|P02668-2|Swissprot;Conta_crap_thegpm|Kappa-casein|Bos_taurus|P02668-1|Uniprot					47855.9	10142	16821.3	39980.2			87176.7	77109.1	30124.4		10503.7	8834.6	54861.1	9945.57		17206.6	15223.3	87720.9	27299
Conta_crap_maxquant|Keratin,_type_II_cytoskeletal_1|Homo_sapiens|P04264-2|Swissprot;Conta_crap_thegpm|Keratin,_type_II_cytoskeletal_1|Homo_sapiens|P04264-1|Uniprot				1336.05											64125.8						3755.96		36452.3
Conta_crap_maxquant|Keratin,_type_II_cytoskeletal_2_epidermal|Mus_musculus|Q3TTY5|Swissprot				69816.6			62512	56204.1	98829.8		96732.9	46526.7	91814.8	104386	61897.6	83944.9	94998.2	84670.5	115235	142966	110432	129119	51717.7
Conta_crap_maxquant|Keratin,_type_II_cytoskeletal_6B|Homo_sapiens|P04259|Swissprot				429319	209405	148290	510004	170525	163753	271203	230491	253446	268469	106403	88434.3	370007	361239	340288	140529	346433	217811	227951	384597
Conta_crap_maxquant|Keratin,_type_I_cuticular_Ha4|Homo_sapiens|Q8IUT8|TrEMBL												25079.3	46933.7	22629.3									
Conta_crap_maxquant|Keratin,_type_I_cytoskeletal_13|Homo_sapiens|P13646-1|Swissprot				32964.1	15156.2		70978.9	31865.6		14848.7	63091.4	71056.5	26683.3	46006.1	31235.6	29932.1	138866		210261	55522.1	20826.5	38780	46715.9
Conta_crap_maxquant|Kininogen-1|Bos_taurus|Q2KJ62|TrEMBL				48761.6	30225.2	55231.6	83750	101686	60006.8	34185.7	68567.2	60999	60180.9	68456.2	47756.5	153041	31870.5	54110.9	82295.7	69467.6	112702	116556	90727.7
Conta_crap_maxquant|Kininogen-2|Bos_taurus|P01045-1|Swissprot				299526	129379	214693	302072	361027	519493	216975	192519	230666	280055	252365	187441	841717	243852	188676	439581	329202	494176	931441	457832
Conta_crap_maxquant|Leucine-rich_alpha-2-glycoprotein_1|Bos_taurus|Q2KIF2|TrEMBL						6883.61	5171.78		5738.24	6329.73	6383.45	7061.73	17515	5880.58	4455.96	37863.7	17741.1		14448.7	9249.7	15052.6	18689.5	9504.01
Conta_crap_maxquant|Lumican|Bos_taurus|Q05443|Swissprot				12429.3		21193.7	10669	18407.9	18295.4	7978.51	12079.6	20336.3	14141.3	10261.5	8575.41	75477.9	19775.7	13926.1	32604.3	20375.1	47542.9	65324.9	29073.2
Conta_crap_maxquant|Periostin_variant_7|Bos_taurus|Q2KJC7|TrEMBL				51535.2	29373.8	33609.2	43493.2	57198.2	55131.4	36973.7	32719.5	32309.6	46808.3	47667.5	32964	58410.7	56610.9	47561.9	91328.6	43245.8	58090.7	133695	58699.6
Conta_crap_maxquant|Pigment_epithelium-derived_factor|Bos_taurus|Q95121|Swissprot				39297	30740.5	45808.4	45770	37569.8	54012.5	35472.3	34433.7	31162.1	32497	38160.6	37978.4	234069	80713.2	45036.9	53120.8	61842.3	70483.9	107752	76703.4
Conta_crap_maxquant|Plasma_serine_protease_inhibitor|Bos_taurus|Q9N2I2|Swissprot				34312.3	22246	28281	45454.8	34431.4	58912.9	27047.8	21685.4	29332.3	35279.2	31520.3	32311.9	157013	58638.2	35420.8	94728.7	94256.1	112956	161217	120422
Conta_crap_maxquant|Plasminogen|Bos_taurus|P06868|Swissprot				46878.1	57270.3	75907.7	143535	100937	75533.6	66405.2	68595.3	76371	83445	62103.6	92965.9	313357	157473	115101	112328	134428	135567	227955	166843
Conta_crap_maxquant|Platelet_factor_4|Bos_taurus|P02777|Swissprot				60724.7	28967.9	47110.9	65956	65343.6	43867.7	12237.4	18771.7	17584.4	16995.4	33640.1	38871.1	99890.2	31918.8	54039.8	45255.7	35964.9	41735.4	54228.4	46479.8
Conta_crap_maxquant|Profilin-1|Bos_taurus|P02584|Swissprot				11092.5		12616.8	15326.9	20920	13215.8	11577.4	7708.41		19449.9		13941.6	45938.2	13031.9	15087.2	33674.1	23170.6	28423.3	37506	26023.8
Conta_crap_maxquant|Protein_AMBP|Bos_taurus|P00978|Swissprot				67052.7	29139.9	82052	77058.7	73845.6	88543.8	44673.9	40994.3	47765.5	56810.7	53035.7	57515.3	482485	138964	74028.1	75934.4	88300.4	120419	147818	109233
Conta_crap_maxquant|Protein_HP-20_homolog|Bos_taurus|Q2KIT0|TrEMBL				17366.3	10914.7	19244.2	15752.4	14818.2	15746.2	10038.6	9007.69	7685.53	12584.1	18723	14741.2	110410	22839.6	18252.6	16752.7	16742.3	25776.5	23967	24822.6
Conta_crap_maxquant|Prothrombin|Bos_taurus|P00735|Swissprot				65149.3	73642.7	107713	88899.1	136894	83823.4	66456	96048.4	76270.2	108529	91688.1	49040	110559	87889.1	111455	217901	133580	266107	250134	146345
Conta_crap_maxquant|Serotransferrin-like|Bos_taurus|Q2HJF0|TrEMBL				47361.9		51311.7	127393	30148.4	190164	112831	26842.2	34229.8		14981.3	121139	1.0675e+06	164933	23502.5	111932	162558	147590	95151	147324
Conta_crap_maxquant|Serotransferrin|Bos_taurus|Q0IIK2|TrEMBL				444717	279934	1.26455e+06	1.8303e+06	1.21214e+06	1.13137e+06	612234	614360	562092	613669	542536	1.5347e+06	1.40976e+07	1.32758e+06	1.1187e+06	759443	938296	1.27644e+06	2.3205e+06	2.09045e+06
Conta_crap_maxquant|Serpin_A3-1|Bos_taurus|Q9TTE1|Swissprot				34897	28083.7	89466.2	95606.1	90894.4	68040.9	39744.7	60144.6	50444.1	64805.9	38506.8	73531.7	555136	138357	74502.6	83588	105404	181728	208646	155894
Conta_crap_maxquant|Serpin_A3-5|Bos_taurus|A2I7N1|TrEMBL				13997.7	16270.4	59239.3	32609.5	25953.9	25069.1	26734.2	19794.5	33168.4	25323.3	27316.7	26769.7	263855	46184.4	41309.1	40490.7	53832	91556.2	90504.7	46254.3
Conta_crap_maxquant|Serpin_A3-7|Bos_taurus|A2I7N3|TrEMBL				72582.1	46990.1	147567	103287	112183	76232.4	45950.3	60293.9	74967.8	59547	60294.3	112393	833148	95198.8	113239	68454.7	107783	206160	177560	175907
Conta_crap_maxquant|Sex_hormone-binding_globulin|Bos_taurus|Q6T181|TrEMBL								4129.68								16025.8					3979.41		6355.96
Conta_crap_maxquant|Tetranectin|Bos_taurus|Q2KIS7|Swissprot				32127	23287.7	34191.7	42966.1	30659.6	51259.9	17419.8	22058.1	18054	17223.9	56182.4	27157.7	118915	25938.9	49813.8	45477.4	39408.3	45679.4	54212.2	48450
Conta_crap_maxquant|Thrombospondin-1|Bos_taurus|Q28194|TrEMBL				28563.9	15482.6	26350.1	32152.1	30680.4	36143.7	20557.2	18515.9	15605.3	24291.8	28382	22904.2	68477.2	35754.1	25637.1	43025.1	35521.8	34323.6	65798.7	40520.8
Conta_crap_maxquant|Thyroxine-binding_globulin|Bos_taurus|Q9TT36|Swissprot						16630.5	7909.27		3111.68	6271.91	5990.16	7462.9	6301.97		11038.8	72574.3	7366.01	10588.6	10596.9	17595.6	19308.8	38116.9	15204
Conta_crap_maxquant|Uncharacterized_protein|Bos_taurus|Q3ZBS7|TrEMBL				193469	197514	219893	336181	398876	313146	363986	422586	352128	490177	217180	236910	373104	352248	328016	706689	662574	848958	967604	1.14524e+06
Conta_crap_maxquant|Vitamin_D-binding_protein|Bos_taurus|Q3MHN5|Swissprot				44037.9	30690.6	57972.5	61211.1	55330.1	41057.7	33631.4	31364.6	30262	43267.9	27649.4	41603.6	263108	78476	49748.7	80745.1	62948.4	171638	161157	95516.7
Conta_crap_maxquant|Vitamin_K-dependent_protein_S|Bos_taurus|P07224|Swissprot				27213.4	27279.3	35831.6	43364	37539	37001.4	30469.6	30296.8	23477.3	33160.1	31794.1	36369.7	79313.2	33947.7	30777.7	155565	133057	146945	154712	144043
Conta_crap_maxquant|hypothetical_protein|Bos_taurus|ENSBTAP00000013050|ENSEMBL				21063.5	17159.2	13894.8	11753.2	16026.3	31847.7	19003.9	8753.39		25964	19482.8	13785.2	77932.6	26610	18379.6	32451.6	28278.8	40927.9	57360.8	33581.4
Conta_crap_maxquant|hypothetical_protein|Bos_taurus|ENSBTAP00000025008|ENSEMBL				6.03782e+06	6.09813e+06	5.57193e+06	6.52683e+06	6.02797e+06	6.93904e+06	6.30511e+06	6.00904e+06	5.89022e+06	6.42544e+06	6.52762e+06	5.61486e+06	6.40416e+06	5.51558e+06	5.14545e+06	5.43138e+06	5.16236e+06	4.89464e+06	5.57124e+06	5.73676e+06
Conta_crap_maxquant|similar_to_C4b-binding_protein_alpha_chain|Bos_taurus|ENSBTAP00000034412|ENSEMBL				43273.4	29162.4	45536.4	81559.6	87786.6	144613	90243.4	93617.3	71480.5	146950	31554.6	46264.4	98939.8	51755.2	49823.8	299753	191288	244593	360784	391071
Conta_crap_maxquant|similar_to_Complement_C4-A_precursor|Bos_taurus|ENSBTAP00000007350|ENSEMBL				193219	127226	173687	205284	210519	223139	103592	98846.6	104020	126455	177329	140221	434786	187451	171417	268248	178320	244741	337281	209529
Conta_crap_maxquant|similar_to_Pregnancy_zone_protein,_partial|Bos_taurus|ENSBTAP00000037665|ENSEMBL				20300.9	17246.3	31474	23196.6	26338.4	44684.2	27303	26928.2	34507.9	30276.3	27204.6	18462.3	93854.5	29808.3	25122	35955.2	34029.3	46159	44290.4	36758.8
Conta_crap_maxquant|similar_to_alpha-2-macroglobulin_isoform_1|Bos_taurus|ENSBTAP00000024146|ENSEMBL				193668	113804	349318	263075	218407	301733	181506	129197	189081	204386	180898	241506	2.18493e+06	377742	245661	358642	375775	635484	557844	396511
Conta_crap_maxquant|similar_to_apolipoprotein_B,_partial|Bos_taurus|ENSBTAP00000032840|ENSEMBL				141228	127730	167255	123289	113147	290114	224193	180273	164794	169376	171393	158155	374874	191837	151010	311432	234881	233588	248136	210783
Conta_crap_maxquant|similar_to_fibulin-1_C_isoform_1|Bos_taurus|ENSBTAP00000016046|ENSEMBL				48631.4	35508.2	51357.5	42173.8	60202.6	75358	44161.8	30163.2	53070.6	52625.1	60003.3	38425.5	146905	76702.5	44559.2	92654.7	66235.6	93548.3	145982	69180.6
Conta_crap_thegpm|Alpha-S1-casein|Bos_taurus|P02662|Uniprot				16000.2	234921	34143.2	97057.6	230544	16600.3	9311.23	208647	316173	193486	10581	84468.9	40508.8	262339	41210.7	16982.3	85948.2	42970.3	326337	180144
Conta_crap_thegpm|Alpha-lactalbumin|Bos_taurus|P00711-1|Uniprot					24976.1	6955.55	18045.9	25722.9			20444.2	23127.4	10762.4		23909.9							10409.8	16652.8
Conta_crap_thegpm|Cationic_trypsin|Bos_taurus|P00760|Uniprot					28109.4		9464.26			12054.8	8047.71		9339.68	4911.59	6019.85		8681.77			14081.8	8957.17	11908.3	
Conta_crap_thegpm|Fructose-bisphosphate_aldolase_A|Oryctolagus_cuniculus|P00883|Uniprot				51694.2	13927.5	9968.06	30348.5	31536.9	44505.5	53647.8	17449.7	11501	25134.6	9906.46	56681.2	28831.3	36340.6	8815.65	24509.6	70852.6	6165.95	67449.4	24764.2
Conta_crap_thegpm|Keratin,_type_II_microfibrillar,_component_5|Ovis_aries|P25691|Uniprot				25312.7									39665.9		8384.61				1.16379e+06				
Conta_crap_thegpm|Keratin,_type_II_microfibrillar,_component_7C|Ovis_aries|P15241|Uniprot				24424.6							31621.7	25652.1	51123.8	26063.6	55793.5				2.66209e+06				
Conta_crap_thegpm|Keratin,_type_II_microfibrillar|Ovis_aries|P02539|Uniprot															29443.5				882810				
Conta_crap_thegpm|Keratin,_type_I_microfibrillar,_47.6_kDa|Ovis_aries|P25690|Uniprot																			918885				
Conta_crap_thegpm|Keratin,_type_I_microfibrillar_48_kDa,_component_8C-1|Ovis_aries|P02534|Uniprot				41322.7							29079.5	39506.3	138014	43867.9	77458.7				2.42887e+06				
Conta_crap_thegpm|Keratin-associated_protein_6-1|Ovis_aries|Q02958|Uniprot											57029												
Conta_crap_thegpm|Ovalbumin|Gallus_gallus|P01012|Uniprot											51707.5		127140										
Conta_crap_thegpm|Rubber_elongation_factor_protein|Hevea_brasiliensis|P15252|Uniprot					9166.12		27076.4	139509	28557.3		86313.2	19337.8			13711.3	18699.6	15774.9	33761	33984.6	20080.4	83436.4	33818.1	
Conta_crap_thegpm|Serum_albumin|Bos_taurus|P02769|Uniprot				5.85915e+06	3.93619e+06	6.65425e+06	8.96139e+06	9.20332e+06	7.98492e+06	5.3076e+06	5.53576e+06	5.66861e+06	5.40153e+06	5.65509e+06	6.03382e+06	2.12217e+07	4.90865e+06	5.64078e+06	7.59001e+06	7.51077e+06	1.15636e+07	1.03488e+07	8.90527e+06
Conta_crap_thegpm|Trypsin|Sus_scrofa|P00761|Uniprot				5.12939e+06	3.24743e+06	3.57918e+06	4.97324e+06	4.53832e+06	7.11584e+06	6.72799e+06	4.63658e+06	4.62827e+06	7.05867e+06	4.99544e+06	3.86296e+06	7.1372e+06	4.99787e+06	4.30879e+06	6.1503e+06	6.39058e+06	5.75009e+06	6.91993e+06	5.55736e+06
D6RF30	GOG8K_HUMAN	GOLGA8K		26233.5	30719.7	28293.6	21607.6	19244.3	32810.6	25213.8	16118.7	38842.1	33940.5	33408.5	27065.6	20289.2	27760.7	29402.5	32316.6	32020.8	30049.6	17068.6	18250.2
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA		1.79911e+06	2.2721e+06	2.43365e+06	2.21271e+06	2.68887e+06	1.63714e+06	1.90018e+06	2.6123e+06	2.30721e+06	2.09007e+06	2.30317e+06	2.14323e+06	2.17092e+06	1.53124e+06	2.33297e+06	701001	1.22831e+06	1.64037e+06	1.49564e+06	1.94395e+06
E9PRG8	CK098_HUMAN	C11orf98		145811	108586	128350	114639	106783	132333	135967	121175	128062	124359	105513	120372	136088	140527	117366	133042	170910	147897	137023	108048
F4I0P8	VP35B_ARATH	VPS35B		253199		114944	333823	156582	361301		125257	117940	130996	54372.8	157849	478753	176433			206121	105999		310629
